price_mean_pfx,price_std_pfx,price_min_pfx,price_max_pfx,price2_mean_pfx,price2_std_pfx,country_mode_pfx,page_1_(main_category)_mode_pfx,page_2_(clothing_model)_mode_pfx,colour_mode_pfx,model_photography_mode_pfx,country_nunique_pfx,page_1_(main_category)_nunique_pfx,page_2_(clothing_model)_nunique_pfx,colour_nunique_pfx,model_photography_nunique_pfx,target
45.0,16.97056274847714,33,57,1.5,0.7071067811865476,29,2,B26,2,1,1,2,2,2,1,1
42.8,12.853015210447705,28,62,1.6,0.5477225575051662,29,1,A1,2,1,1,2,5,3,1,1
56.0,13.92838827718412,38,67,1.25,0.5,29,2,B10,2,1,1,1,4,4,1,1
52.0,0.0,52,52,1.0,0.0,29,2,B4,10,1,1,1,1,1,1,1
38.0,0.0,38,38,2.0,0.0,9,1,A34,2,1,1,1,1,1,1,1
42.8,11.300442469213316,33,62,1.8,0.4472135954999579,29,1,A10,3,1,1,2,5,3,2,1
47.2,13.700364958642526,23,57,1.2,0.4472135954999579,24,2,B2,3,2,1,2,5,5,2,0
35.5,3.5355339059327378,33,38,2.0,0.0,9,1,A12,1,1,1,1,2,2,1,1
54.4,15.915401345866211,33,72,1.4,0.5477225575051661,9,1,A16,1,1,1,1,5,3,2,0
37.8,14.149204924659196,28,62,1.8,0.4472135954999579,9,1,A1,1,1,1,1,5,4,1,0
51.4,16.2419210686421,33,72,1.4,0.5477225575051661,9,1,A11,3,1,1,2,5,4,2,1
45.6,17.415510328439993,28,72,1.6,0.5477225575051662,9,1,A1,3,1,1,2,5,4,1,1
44.333333333333336,15.50268793897798,33,62,1.6666666666666667,0.5773502691896258,16,1,A16,1,1,1,1,3,1,1,1
48.0,0.0,48,48,1.0,0.0,29,3,C7,13,1,1,1,1,1,1,1
39.333333333333336,10.96965511460289,33,52,1.6666666666666667,0.5773502691896257,29,3,C25,2,1,1,2,2,1,1,1
38.0,0.0,38,38,2.0,0.0,41,2,B32,6,1,1,1,1,1,1,1
38.0,0.0,38,38,2.0,0.0,9,1,A32,2,1,1,1,2,1,1,1
41.8,11.497825881443848,33,62,1.8,0.4472135954999579,29,1,A4,3,2,1,1,3,3,2,0
51.6,14.638989036132244,38,72,1.6,0.5477225575051662,29,1,A10,3,1,1,1,5,1,1,0
40.25,16.640813281407453,23,62,1.75,0.5,29,1,A15,1,2,1,2,4,4,2,1
40.5,3.5355339059327378,38,43,2.0,0.0,29,1,A26,2,1,1,1,2,2,1,1
45.6,8.561541917201597,38,57,1.6,0.5477225575051661,29,2,B11,2,1,1,1,5,5,1,1
47.666666666666664,16.743157806499145,38,67,1.6666666666666667,0.5773502691896257,29,2,B15,7,1,1,1,3,3,1,1
69.5,17.67766952966369,57,82,1.0,0.0,24,1,A9,3,1,1,2,2,1,2,1
20.0,0.0,20,20,2.0,0.0,24,3,C50,9,2,1,1,1,1,1,1
28.0,0.0,28,28,2.0,0.0,29,4,P2,3,1,1,1,1,1,1,1
40.25,12.12091855705114,28,57,1.5,0.5773502691896257,29,2,B19,2,1,1,3,4,3,2,1
45.8,5.403702434442518,38,52,1.0,0.0,29,3,C4,4,1,1,3,4,2,2,1
38.0,0.0,38,38,2.0,0.0,9,2,B28,9,1,1,1,1,1,1,1
38.0,0.0,38,38,2.0,0.0,9,1,A10,3,1,1,1,1,1,1,1
38.0,0.0,38,38,2.0,0.0,9,2,B15,9,1,1,1,1,1,1,1
48.0,0.0,48,48,1.0,0.0,9,3,C5,11,1,1,1,1,1,1,1
38.0,0.0,38,38,2.0,0.0,3,1,A4,3,2,1,1,1,1,1,1
36.0,9.082951062292477,23,48,1.8,0.4472135954999579,29,2,B15,9,1,1,3,4,2,1,1
53.2,12.029131306956458,33,62,1.2,0.4472135954999579,9,1,A15,1,1,1,2,5,5,2,1
41.8,6.099180272790763,38,52,1.8,0.4472135954999579,9,1,A12,2,1,1,2,4,3,1,0
28.0,0.0,28,28,2.0,0.0,9,1,A13,1,1,1,1,1,1,1,1
52.6,8.23407554009556,48,67,1.0,0.0,29,3,B10,2,1,1,2,5,4,2,1
38.0,7.905694150420948,28,48,1.6,0.5477225575051661,29,3,B7,6,1,1,3,5,5,1,1
38.0,14.142135623730953,28,48,1.5,0.7071067811865476,29,3,C10,2,2,1,1,2,2,1,1
35.0,5.700877125495691,28,43,1.8,0.4472135954999579,29,4,A2,3,2,1,2,5,4,2,1
53.0,11.575836902790224,38,62,1.2,0.4472135954999579,29,1,A29,2,1,1,3,5,4,2,1
21.2,2.6832815729997477,20,26,2.0,0.0,24,3,C50,6,2,1,1,3,3,2,1
52.0,0.0,52,52,1.0,0.0,24,2,B4,10,1,1,1,1,1,1,1
62.0,0.0,62,62,1.0,0.0,9,1,A8,3,1,1,1,1,1,1,1
30.0,5.70087712549569,23,38,1.8,0.4472135954999579,29,4,P11,4,1,1,1,5,4,2,1
62.0,0.0,62,62,1.0,0.0,29,2,B13,12,2,1,1,2,2,2,1
43.0,0.0,43,43,1.0,0.0,29,4,P6,2,1,1,1,1,1,1,1
41.4,8.820430828479978,28,50,1.2,0.4472135954999579,29,3,C30,2,1,1,2,5,5,2,0
23.0,0.0,23,23,2.0,0.0,29,3,C3,6,2,1,1,1,1,1,1
41.8,11.606032913963324,28,57,1.4,0.5477225575051662,29,4,B24,6,2,1,2,5,3,2,1
35.5,17.67766952966369,23,48,1.5,0.7071067811865476,29,4,P20,2,1,1,1,2,2,1,1
38.0,7.0710678118654755,28,48,1.2,0.4472135954999579,29,4,P1,3,1,1,1,4,3,2,0
45.25,9.142392101268316,38,57,1.5,0.5773502691896257,9,1,A32,2,1,1,2,3,2,2,1
42.0,5.477225575051662,33,48,1.2,0.4472135954999579,29,4,P29,9,2,1,1,5,3,2,1
38.0,9.354143466934854,28,48,1.4,0.5477225575051662,29,4,P33,2,1,1,1,5,4,2,0
50.666666666666664,19.629909152447276,28,62,1.3333333333333333,0.5773502691896258,9,1,A11,2,1,1,2,3,3,2,1
50.666666666666664,2.309401076758502,48,52,1.0,0.0,9,2,B16,2,1,1,2,3,3,1,1
52.0,0.0,52,52,1.0,0.0,24,2,B4,10,1,1,1,1,1,1,1
43.0,0.0,43,43,2.0,0.0,9,1,A7,3,1,1,1,1,1,1,1
35.5,10.606601717798211,28,43,2.0,0.0,29,1,A1,3,1,1,1,2,2,1,1
47.8,13.700364958642524,38,72,1.8,0.4472135954999579,29,1,A2,3,1,1,1,5,1,2,0
51.0,9.848857801796104,43,62,1.3333333333333333,0.5773502691896257,9,1,A11,3,1,1,2,3,2,2,1
34.666666666666664,7.637626158259734,28,43,1.6666666666666667,0.5773502691896258,29,1,A15,3,1,1,3,3,3,2,1
39.0,6.519202405202648,28,43,2.0,0.0,9,1,A1,3,1,1,1,5,2,2,0
45.4,19.034179782696174,23,67,1.4,0.5477225575051661,29,2,B10,2,1,1,2,5,5,1,1
58.2,12.029131306956458,38,67,1.2,0.4472135954999579,29,2,B10,12,1,1,1,5,4,2,1
44.6,12.03328716519306,33,62,1.6,0.5477225575051662,29,2,B12,2,1,1,1,5,3,2,1
58.4,14.638989036132244,43,72,1.4,0.5477225575051661,29,1,A3,3,1,1,1,3,1,1,0
36.0,9.626352718795768,28,50,1.75,0.5,29,3,C11,7,1,1,2,4,3,2,1
50.666666666666664,10.969655114602888,38,57,1.3333333333333333,0.5773502691896258,29,2,A4,3,1,1,2,3,3,2,1
51.6,12.421755109484328,38,67,1.6,0.5477225575051661,29,2,B10,2,1,1,2,5,3,1,1
33.0,0.0,33,33,2.0,0.0,29,1,A15,14,2,1,1,1,1,1,1
56.2,7.1203932475671605,48,67,1.0,0.0,29,2,B1,2,1,1,2,4,2,1,1
44.8,11.903780911962384,33,60,1.6,0.5477225575051662,29,1,A15,2,1,1,1,5,3,2,0
42.666666666666664,8.082903768654761,38,52,1.6666666666666667,0.5773502691896257,29,3,A34,2,1,1,2,3,2,2,1
48.6,12.895735729302148,38,67,1.6,0.5477225575051661,29,2,B1,2,1,1,1,5,3,2,0
62.0,0.0,62,62,1.0,0.0,29,2,B29,2,1,1,1,1,1,1,1
52.5,14.153915830374762,38,67,1.5,0.5773502691896257,29,2,B10,2,1,1,1,4,2,2,1
43.0,7.0710678118654755,33,48,1.4,0.5477225575051661,29,4,A4,2,2,1,3,5,5,2,1
40.25,8.180260794538684,33,52,1.75,0.5,29,1,A15,2,1,1,2,4,4,2,1
43.0,0.0,43,43,1.0,0.0,29,4,P33,9,1,1,1,1,1,1,1
56.2,7.949842765740716,48,67,1.0,0.0,29,2,A17,12,1,1,3,5,3,2,1
38.0,7.071067811865476,28,43,1.6,0.5477225575051661,29,3,C22,11,2,1,2,4,4,2,1
36.8,14.307340773183537,28,62,1.8,0.4472135954999579,29,1,A1,1,1,1,1,5,4,2,1
36.333333333333336,7.637626158259733,28,43,1.3333333333333333,0.5773502691896257,29,4,P33,6,2,1,1,3,3,2,1
47.4,8.82043082847998,38,57,1.4,0.5477225575051661,29,2,B16,6,1,1,1,5,3,2,1
54.75,12.12091855705114,38,67,1.25,0.5,29,2,B10,2,1,1,1,4,4,1,1
62.0,0.0,62,62,1.0,0.0,29,1,A17,2,1,1,1,1,1,1,1
50.0,8.082903768654761,43,57,1.5,0.5773502691896257,29,1,A6,3,1,1,2,2,2,1,1
38.0,0.0,38,38,2.0,0.0,29,2,B19,13,1,1,1,1,1,1,1
45.0,9.899494936611664,38,52,1.5,0.7071067811865476,29,2,B12,2,1,1,1,2,2,1,1
38.0,7.0710678118654755,33,43,2.0,0.0,29,1,A5,3,1,1,2,2,2,1,1
48.6,13.371611720357423,33,62,1.2,0.4472135954999579,29,1,A17,2,1,1,3,4,3,2,1
42.0,8.215838362577491,28,48,1.2,0.4472135954999579,29,3,C1,14,1,1,1,5,4,2,0
50.4,7.893034904268446,38,57,1.4,0.5477225575051662,29,2,A10,2,1,1,2,5,5,1,0
28.0,0.0,28,28,2.0,0.0,29,4,P18,2,1,1,1,1,1,1,1
38.0,3.5355339059327378,33,43,1.8,0.4472135954999579,29,1,A39,4,1,1,3,5,3,2,1
50.666666666666664,15.50268793897798,33,62,1.3333333333333333,0.5773502691896257,29,2,B1,2,1,1,1,3,3,2,1
45.5,3.5355339059327378,43,48,2.0,0.0,29,1,A7,1,1,1,2,2,2,1,1
47.6,13.145341380123988,38,62,1.6,0.5477225575051661,29,1,A11,3,1,1,1,4,2,2,0
50.0,15.937377450509228,28,62,1.2,0.4472135954999579,29,1,A29,2,1,1,3,5,3,2,0
43.0,0.0,43,43,2.0,0.0,24,1,A6,3,1,1,1,1,1,1,1
53.6,2.302172886644267,52,57,1.0,0.0,24,2,B4,10,1,1,2,4,4,2,1
44.8,9.54986910905066,28,52,1.2,0.4472135954999579,34,3,C28,2,1,1,1,5,5,2,1
47.2,12.617448236470002,38,62,1.4,0.5477225575051661,29,1,A18,2,1,1,2,5,2,2,1
45.6,9.91463564635635,33,57,1.2,0.4472135954999579,29,2,B2,7,2,1,3,5,4,2,1
47.6,13.145341380123986,38,62,1.6,0.5477225575051662,29,1,A17,2,1,1,1,5,3,2,1
33.0,0.0,33,33,2.0,0.0,29,1,A19,12,2,1,1,1,1,1,1
33.0,0.0,33,33,2.0,0.0,29,3,C24,12,1,1,1,1,1,1,1
33.0,7.0710678118654755,28,38,1.5,0.7071067811865476,29,4,P59,1,2,1,1,2,2,1,1
31.333333333333332,10.408329997330664,23,43,1.6666666666666667,0.5773502691896257,29,3,C1,4,2,1,1,3,3,2,1
41.2,16.87305544351704,23,62,1.4,0.5477225575051661,29,3,A17,14,1,1,3,5,4,2,1
41.0,2.73861278752583,38,43,2.0,0.0,29,1,A10,3,1,1,1,5,1,2,0
53.666666666666664,2.88675134594813,52,57,1.0,0.0,29,2,B3,2,1,1,1,3,3,1,1
62.0,0.0,62,62,1.0,0.0,29,1,A11,3,1,1,1,1,1,1,1
48.6,12.401612798341995,38,62,1.6,0.5477225575051662,15,1,A18,4,1,1,1,5,2,2,0
52.0,0.0,52,52,1.0,0.0,29,2,B4,10,1,1,1,1,1,1,1
47.2,15.626899884494044,33,67,1.6,0.5477225575051662,29,1,A14,3,1,1,2,5,4,2,0
48.2,12.891857895586655,33,62,1.6,0.5477225575051662,29,1,A21,1,1,1,2,5,3,2,1
51.0,8.981462390204985,38,57,1.25,0.5,17,2,B19,2,1,1,1,4,4,1,1
55.0,14.445299120013631,43,72,1.5,0.5773502691896257,29,1,A11,3,1,1,1,4,1,1,1
40.8,6.260990336999411,38,52,1.8,0.4472135954999579,29,1,A10,3,1,1,2,5,5,1,0
55.0,0.0,55,55,1.0,0.0,29,1,A27,3,1,1,1,1,1,1,1
62.0,0.0,62,62,1.0,0.0,29,2,B29,2,1,1,1,1,1,1,1
48.6,3.714835124201342,43,52,1.2,0.4472135954999579,9,2,A7,12,1,1,3,5,4,1,1
54.333333333333336,24.090108620206205,38,82,1.6666666666666667,0.5773502691896257,29,1,A10,3,1,1,1,3,1,1,1
62.5,27.577164466275352,43,82,1.5,0.7071067811865476,29,1,A6,3,1,1,1,2,1,1,1
48.0,0.0,48,48,1.0,0.0,29,3,C13,9,1,1,1,5,4,1,0
31.333333333333332,10.408329997330664,23,43,1.6666666666666667,0.5773502691896257,29,4,P39,14,1,1,1,3,2,1,1
62.0,0.0,62,62,1.0,0.0,29,1,A43,2,1,1,1,1,1,1,1
38.0,0.0,38,38,2.0,0.0,29,1,A4,3,2,1,1,1,1,1,1
47.75,16.33758448078132,38,72,1.5,0.5773502691896257,29,1,A12,3,1,1,2,4,3,1,1
47.6,13.145341380123988,38,62,1.6,0.5477225575051661,29,1,A34,2,1,1,1,4,1,1,0
38.0,10.801234497346432,23,48,1.25,0.5,29,3,C12,3,1,1,2,4,4,1,1
40.5,3.5355339059327378,38,43,2.0,0.0,29,2,B11,2,1,1,1,2,2,1,1
32.0,4.183300132670378,28,38,2.0,0.0,29,1,A1,14,2,1,1,5,4,2,0
45.6,11.545561917897285,33,62,1.6,0.5477225575051661,29,2,A16,2,1,1,2,5,3,1,1
35.5,11.902380714238085,23,48,1.5,0.5773502691896257,29,4,P20,2,1,1,1,4,4,2,1
45.6,8.561541917201597,38,57,1.2,0.4472135954999579,29,2,B2,6,1,1,2,5,4,2,0
50.6,21.46625258399798,28,82,1.4,0.5477225575051661,29,1,A11,3,1,1,2,5,3,1,1
43.8,6.180614856144977,38,52,1.4,0.5477225575051661,29,2,A26,2,1,1,3,5,3,1,1
49.6,9.864076236526156,38,62,1.6,0.5477225575051661,29,2,B11,2,1,1,1,5,2,1,1
44.6,15.565988564816564,28,67,1.4,0.5477225575051662,29,3,B10,2,1,1,2,5,3,2,1
39.0,7.416198487095663,28,48,1.2,0.4472135954999579,29,4,P1,2,1,1,1,5,3,1,0
30.5,3.5355339059327378,28,33,2.0,0.0,29,1,A16,1,1,1,2,2,2,1,1
43.0,7.0710678118654755,38,48,1.5,0.7071067811865476,29,3,C53,2,1,1,2,2,2,1,1
46.5,4.949747468305833,43,50,1.5,0.7071067811865476,29,1,A2,3,1,1,2,2,2,1,1
38.0,0.0,38,38,2.0,0.0,29,1,A25,1,1,1,1,1,1,1,1
55.8,8.25832912882503,43,62,1.2,0.4472135954999579,9,1,A11,3,1,1,2,5,2,1,1
62.0,0.0,62,62,1.0,0.0,29,1,A22,4,1,1,1,1,1,1,1
48.75,15.435349040433133,33,62,1.5,0.5773502691896257,29,1,A15,3,2,1,1,4,3,2,1
67.0,0.0,67,67,1.0,0.0,10,2,B10,2,1,1,1,1,1,1,1
20.0,0.0,20,20,2.0,0.0,44,3,C50,9,2,1,1,1,1,1,1
48.4,6.06630035524124,38,52,1.2,0.4472135954999579,29,2,A34,2,1,1,3,5,4,2,0
33.0,7.905694150420948,23,43,1.6,0.5477225575051662,29,4,P17,2,2,1,1,5,3,2,1
35.0,6.708203932499369,28,43,2.0,0.0,9,1,A1,3,1,1,1,5,4,2,0
31.333333333333332,10.408329997330664,23,43,1.6666666666666667,0.5773502691896258,29,4,P20,7,1,1,1,3,2,1,1
42.8,11.300442469213316,33,62,1.8,0.4472135954999579,29,1,A11,3,1,1,1,5,3,2,1
35.0,6.708203932499369,28,43,2.0,0.0,29,1,A1,3,1,1,1,4,3,2,0
60.0,31.11269837220809,38,82,1.0,0.0,29,1,A9,3,1,1,2,2,1,1,1
38.0,0.0,38,38,1.0,0.0,29,4,P1,3,1,1,1,1,1,1,1
49.6,16.65232716469383,33,72,1.6,0.5477225575051662,29,1,A15,3,1,1,1,5,4,2,1
40.8,8.757853618324527,28,52,1.6,0.5477225575051662,29,1,A4,2,1,1,3,5,3,2,1
44.8,9.418067742376884,33,57,1.4,0.5477225575051661,29,3,A12,11,1,1,3,5,4,2,1
54.5,3.5355339059327378,52,57,1.0,0.0,29,2,B1,2,1,1,1,2,2,1,1
60.0,16.97056274847714,48,72,1.0,0.0,29,1,A3,3,1,1,2,2,2,1,1
51.4,7.668115805072325,43,57,1.2,0.4472135954999579,29,2,B11,2,1,1,2,5,3,1,0
52.333333333333336,4.509249752822893,48,57,1.0,0.0,29,2,B24,11,1,1,2,3,2,1,1
48.4,11.907980517283358,33,57,1.4,0.5477225575051661,29,2,B27,6,1,1,1,5,3,2,1
38.0,0.0,38,38,2.0,0.0,29,2,B23,7,1,1,1,1,1,1,1
56.0,12.675435561221027,38,67,1.25,0.5,29,2,B10,2,1,1,1,4,3,1,1
61.4,20.827865949251738,38,82,1.4,0.5477225575051662,29,1,A9,3,1,1,1,4,3,2,1
45.8,9.311283477587825,38,62,1.8,0.4472135954999579,29,1,A10,3,1,1,1,5,2,1,1
38.8,13.442470011125186,28,62,1.8,0.4472135954999579,9,1,A16,1,1,1,1,4,2,1,1
72.0,0.0,72,72,1.0,0.0,29,1,A3,3,1,1,1,1,1,1,1
38.0,0.0,38,38,1.5,0.7071067811865476,29,1,A4,3,1,1,2,2,1,2,1
38.0,14.142135623730953,28,48,1.5,0.7071067811865476,29,3,C5,6,1,1,2,2,2,2,1
34.25,11.086778913041726,23,48,1.5,0.5773502691896257,29,3,C14,2,1,1,2,4,4,2,1
41.8,9.338094023943,28,52,1.4,0.5477225575051662,29,1,A1,14,1,1,4,5,4,2,0
36.333333333333336,12.583057392117915,23,48,1.3333333333333333,0.5773502691896257,29,3,C3,4,1,1,2,3,2,2,1
46.6,13.221195104830729,28,60,1.4,0.5477225575051662,29,1,A27,3,1,1,2,5,4,2,1
43.0,0.0,43,43,2.0,0.0,29,2,B11,2,1,1,1,1,1,1,1
62.0,0.0,62,62,1.0,0.0,29,1,A17,2,1,1,1,1,1,1,1
52.0,0.0,52,52,1.0,0.0,29,2,B6,2,1,1,1,1,1,1,1
31.8,12.214745187681975,20,52,1.8,0.4472135954999579,29,3,C29,4,2,1,2,5,5,2,0
51.0,5.196152422706632,48,57,1.0,0.0,29,3,B26,9,1,1,2,3,3,1,1
35.5,3.5355339059327378,33,38,2.0,0.0,29,1,A33,1,1,1,2,2,2,1,1
45.6,6.188699378706321,38,52,1.4,0.5477225575051661,29,2,A5,3,1,1,3,5,5,1,1
33.0,7.0710678118654755,28,38,2.0,0.0,9,1,A1,3,1,1,1,2,2,2,1
41.8,7.886697661252142,33,52,1.6,0.5477225575051662,29,2,A15,14,1,1,3,5,4,2,1
42.2,15.221695043588282,28,62,1.6,0.5477225575051661,29,3,A11,7,1,1,2,5,3,2,1
50.0,9.055385138137416,43,62,1.5,0.5773502691896257,29,1,A28,1,1,1,2,4,4,2,1
39.0,7.416198487095663,28,48,1.2,0.4472135954999579,29,4,P1,4,1,1,1,5,3,2,0
38.8,14.342245291445828,28,62,1.6,0.5477225575051662,29,3,A17,2,1,1,3,5,3,2,1
50.4,12.541929676090518,38,67,1.4,0.5477225575051662,29,2,B10,2,1,1,1,5,5,1,0
40.0,4.472135954999579,38,48,1.0,0.0,29,4,P11,4,2,1,1,4,2,2,1
49.4,12.074767078498866,38,67,1.0,0.0,29,2,B10,2,1,1,2,5,4,2,1
37.0,8.94427190999916,28,48,1.6,0.5477225575051661,29,1,A1,2,1,1,3,5,5,2,0
38.0,0.0,38,38,2.0,0.0,29,1,A4,3,2,1,1,1,1,1,1
57.0,0.0,57,57,1.0,0.0,9,2,B24,2,1,1,1,2,2,1,1
53.4,14.205632685663812,38,67,1.4,0.5477225575051661,29,1,A11,3,1,1,2,4,4,1,1
30.5,3.5355339059327378,28,33,2.0,0.0,29,1,A13,1,1,1,2,2,2,1,1
38.0,0.0,38,38,1.0,0.0,29,4,P1,3,1,1,1,1,1,1,1
38.0,0.0,38,38,1.0,0.0,29,4,P4,4,1,1,1,1,1,1,1
52.0,0.0,52,52,1.0,0.0,29,2,B4,10,1,1,1,1,1,1,1
43.8,11.541230437002806,33,62,1.2,0.4472135954999579,29,4,A11,3,1,1,3,5,3,2,1
72.0,0.0,72,72,1.0,0.0,29,1,A3,3,1,1,1,1,1,1,1
34.25,11.086778913041726,23,48,1.5,0.5773502691896257,29,4,P13,4,1,1,1,4,3,2,1
46.8,15.959323293924465,28,72,1.6,0.5477225575051662,29,1,A2,3,1,1,2,5,3,1,0
33.0,7.0710678118654755,23,43,1.8,0.4472135954999579,29,3,C15,6,1,1,1,5,3,2,0
62.0,0.0,62,62,1.0,0.0,29,2,B13,12,2,1,1,1,1,1,1
39.666666666666664,5.773502691896258,33,43,1.3333333333333333,0.5773502691896257,29,4,P16,2,1,1,1,3,3,1,1
62.0,0.0,62,62,1.0,0.0,29,1,A21,1,1,1,1,1,1,1,1
43.0,0.0,43,43,2.0,0.0,29,1,A2,3,1,1,1,1,1,1,1
45.8,21.253235047869772,28,82,1.8,0.4472135954999579,29,1,A1,3,1,1,1,5,3,1,0
36.0,12.355835328567093,20,48,1.5,0.5773502691896257,29,3,C25,2,1,1,1,4,2,1,1
36.8,8.497058314499203,33,52,1.8,0.4472135954999579,29,3,C6,6,1,1,2,3,2,1,1
43.0,0.0,43,43,2.0,0.0,29,1,A5,3,1,1,1,1,1,1,1
38.0,0.0,38,38,2.0,0.0,29,1,A4,3,2,1,1,1,1,1,1
52.5,20.506096654409877,38,67,1.5,0.7071067811865476,29,2,B10,2,1,1,1,2,2,1,1
33.0,0.0,33,33,2.0,0.0,29,1,A15,14,2,1,1,1,1,1,1
43.0,0.0,43,43,2.0,0.0,9,1,A7,3,1,1,1,1,1,1,1
43.0,0.0,43,43,1.0,0.0,9,3,C12,12,1,1,1,2,2,1,1
28.0,0.0,28,28,2.0,0.0,29,3,C10,9,2,1,1,1,1,1,1
44.8,16.39207125411551,28,72,1.8,0.4472135954999579,9,1,A1,3,1,1,1,5,2,2,0
47.666666666666664,12.662279942148386,38,62,1.6666666666666667,0.5773502691896257,29,1,A12,2,1,1,1,3,2,1,1
44.6,16.272676485446393,28,62,1.6,0.5477225575051661,9,1,A11,3,1,1,2,5,4,2,1
47.666666666666664,12.662279942148386,38,62,1.6666666666666667,0.5773502691896257,29,1,A28,1,2,1,2,3,3,2,1
33.0,0.0,33,33,2.0,0.0,9,1,A15,14,2,1,1,1,1,1,1
33.0,0.0,33,33,2.0,0.0,29,4,P16,7,1,1,1,1,1,1,1
33.0,0.0,33,33,2.0,0.0,29,4,P31,2,1,1,1,2,1,2,1
82.0,0.0,82,82,1.0,0.0,46,1,A9,3,1,1,1,1,1,1,1
48.0,0.0,48,48,1.0,0.0,46,3,C4,4,1,1,1,1,1,1,1
38.0,0.0,38,38,2.0,0.0,46,2,B7,6,1,1,1,1,1,1,1
48.0,0.0,48,48,1.0,0.0,46,3,C46,2,1,1,1,1,1,1,1
38.0,0.0,38,38,2.0,0.0,46,1,A10,3,1,1,1,1,1,1,1
20.0,0.0,20,20,2.0,0.0,24,3,C50,9,2,1,1,1,1,1,1
38.0,14.142135623730953,28,48,1.5,0.7071067811865476,9,3,C17,6,1,1,1,2,2,1,1
38.0,5.0,33,43,1.3333333333333333,0.5773502691896257,29,4,P1,3,1,1,1,3,3,1,1
37.4,15.355780670483671,26,62,1.8,0.4472135954999579,9,1,A1,3,1,1,2,5,4,2,1
50.4,10.478549517943788,33,57,1.2,0.4472135954999579,9,3,B1,4,1,1,2,5,5,2,0
48.8,10.986355173577817,38,67,1.4,0.5477225575051661,29,2,A34,2,1,1,3,5,3,1,0
35.0,9.746794344808963,23,48,1.4,0.5477225575051662,29,4,P1,3,1,1,1,5,3,1,0
37.75,10.3400515794974,28,52,1.75,0.5,29,4,A4,3,1,1,3,4,4,2,1
38.0,0.0,38,38,2.0,0.0,29,1,A4,3,2,1,1,1,1,1,1
52.0,0.0,52,52,1.0,0.0,29,2,B4,10,1,1,1,1,1,1,1
52.5,20.506096654409877,38,67,1.5,0.7071067811865476,46,2,B10,2,1,1,1,2,2,1,1
33.0,6.123724356957945,28,43,2.0,0.0,29,1,A1,1,1,1,1,5,4,2,0
53.75,6.946221994724902,48,62,1.0,0.0,9,3,A37,2,1,1,3,4,4,2,1
42.8,5.71839138219832,38,52,1.4,0.5477225575051661,29,1,P13,3,1,1,3,4,3,1,1
37.0,10.2469507659596,28,48,1.6,0.5477225575051662,46,4,C4,4,1,1,2,3,1,2,1
48.0,0.0,48,48,1.0,0.0,29,3,C19,12,1,1,1,1,1,1,1
40.5,3.5355339059327378,38,43,1.5,0.7071067811865476,9,2,B17,6,1,1,2,2,2,2,1
38.0,8.660254037844387,28,43,2.0,0.0,9,1,A6,3,1,1,1,2,2,1,1
52.0,0.0,52,52,1.0,0.0,9,2,B4,10,1,1,1,1,1,1,1
40.5,6.454972243679028,33,48,1.75,0.5,9,3,A5,3,1,1,3,4,4,1,1
57.0,0.0,57,57,1.0,0.0,9,2,B24,11,1,1,1,1,1,1,1
52.8,11.691877522451218,33,62,1.2,0.4472135954999579,9,1,A11,3,1,1,2,5,4,1,1
33.0,0.0,33,33,2.0,0.0,9,1,A16,1,1,1,1,1,1,1,1
44.8,16.39207125411551,28,72,1.8,0.4472135954999579,29,1,A1,3,1,1,1,5,2,1,0
47.4,11.738824472663351,33,62,1.4,0.5477225575051661,29,1,A25,12,1,1,2,5,4,2,0
50.4,16.65232716469383,28,67,1.2,0.4472135954999579,29,2,A11,3,1,1,3,5,5,2,0
28.0,0.0,28,28,2.0,0.0,29,1,A1,8,1,1,1,1,1,1,1
57.0,0.0,57,57,1.0,0.0,46,3,C56,6,2,1,1,1,1,1,1
40.25,8.180260794538684,33,52,1.75,0.5,29,1,A15,6,1,1,2,4,4,2,1
64.5,3.5355339059327378,62,67,1.0,0.0,9,2,B10,2,1,1,1,2,1,1,1
48.4,9.710818709048173,38,57,1.4,0.5477225575051661,29,2,B23,6,1,1,1,5,5,1,1
43.0,0.0,43,43,1.5,0.7071067811865476,9,1,A2,3,1,1,2,2,1,1,1
52.5,13.435028842544405,43,62,1.5,0.7071067811865476,41,1,A2,1,1,1,1,2,2,1,1
59.5,8.660254037844387,52,72,1.0,0.0,9,2,B2,3,1,1,2,3,2,2,1
55.2,6.418722614352485,48,62,1.0,0.0,9,2,B14,2,1,1,2,3,2,1,1
38.0,6.123724356957944,28,43,2.0,0.0,29,1,A1,3,1,1,1,5,2,2,0
38.0,0.0,38,38,2.0,0.0,29,3,C53,14,1,1,1,2,2,1,1
49.6,12.03328716519306,38,67,1.4,0.5477225575051661,29,2,B1,2,1,1,2,5,2,1,0
38.0,0.0,38,38,1.0,0.0,29,4,P15,4,2,1,1,1,1,1,1
39.25,6.2915286960589585,33,48,1.5,0.5773502691896257,29,1,A16,7,1,1,4,4,3,1,1
38.0,14.142135623730953,28,48,1.5,0.7071067811865476,29,4,P3,2,1,1,1,2,2,2,1
51.6,20.23116407921205,33,82,1.6,0.5477225575051662,9,1,A19,3,2,1,1,5,4,2,0
47.6,12.259690045021532,38,67,1.6,0.5477225575051662,9,2,B15,2,1,1,1,4,3,1,1
